SITE_ID,IGBP,GRP_LOCATION.LOCATION_LAT,GRP_LOCATION.LOCATION_LONG,GRP_LOCATION.LOCATION_ELEV,GRP_CLIM_AVG.MAT,GRP_CLIM_AVG.MAP,GRP_CLIM_AVG.CLIMATE_KOEPPEN,UTC_OFFSET,data_year_length,SC_source,NEE_source,FC,FC_F,SC,SC_F,NEE,NEE_F,LE,LE_F,H,H_F,USTAR,USTAR_F,NETRAD,NETRAD_F,TA,TA_F,VPD,VPD_F,WS,WS_F,SWC,SWC_F,SW_IN,SW_IN_F
US-SRS,WSA,31.8173,-110.8508,1169,19.4,388,Bsk,-7,8,SC,FC+SC,0.641427104722793,1,0.773029317818846,1,0.641427104722793,1,0.779553102897559,1,0.78624087383071,1,0.788992984257358,1,0.898656741957563,1,0.951039527720739,1,0.945984485512206,1,0.788992984257358,1,0.84722935204198,1,0.904346338124572,1
US-Sta,OSH,41.3966,-106.8024,2069,5.1,-9999,Bsh,-7,4,negligible,FC+SC,0.344360067963522,1,1,1,0.344360067963522,1,0.484575285781985,1,0.486320607510663,1,0.491209820035369,1,0,0,0.72555682698198,1,0.711652045262781,1,0.724643711640487,1,0.407330351260446,1,0.725129165366344,1
US-StJ,WET,39.0882,-75.4372,6.7,13.5,1121,Cfa,-5,4,-9999,NEE,0.470389436308412,1,0.573930155289689,1,0.575541517532477,1,0.573530879689706,1,0.577024541189556,1,0.569324226047029,1,0.51035977583527,1,0.739287293054031,1,0.576240249832447,1,0.582585879903603,1,0,0,0.727765340025953,1
US-SuS,CRO,20.7847,-156.4039,203,24.4,334,Aw,-10,4,-9999,NEE,0.292493725758613,1,0.417436687200548,1,0.315765457449236,1,0.347079625827059,1,0.348020762035136,1,0.497390485968515,1,0.493440565822496,1,0.498944786675793,1,0.492157198266028,1,0.497404745608031,1,0,0,0,0
US-SuW,CRO,20.8246,-156.4913,44,24.4,366,Aw,-10,3,-9999,NEE,0.374163625304136,1,0.562918187347932,1,0.514731599756691,1,0.527980535279805,1,0.529482208029197,1,0.579189476885645,1,0.558679288321168,1,0.57928451946472,1,0.576072080291971,1,0.57920848540146,1,0,0,0,0
US-Syv,MF,46.242,-89.3477,540,3.81,826,Dfb,-6,20,-9999,NEE,0.265754049737623,1,0,0,0.384009240246407,1,0.393332192562172,1,0.509402806297057,1,0.572333447410449,1,0.677643737166324,1,0.6814681724846,1,0.379095368469085,1,0.629936687200548,1,0.664887063655031,1,0.379471822952316,1
US-Ton,WSA,38.4309,-120.966,177,15.8,559,Csa,-8,19,SC,FC+SC,0.467665807440435,1,0.377487692164786,1,0.377487692164786,1,0.713973456876132,1,0.889136593748549,1,0.899885630021829,1,0.884622753239515,1,0.976815405694116,1,0.975035994612419,1,0.899598253680739,1,0.974362547025219,1,0.983991105847383,1
US-Tw1,WET,38.1074,-121.6469,-5,15.5,421,Csa,-8,10,negligible,FC+SC,0.245032621589561,1,1,1,0.245032621589561,1,0.435880326672142,1,0.459895975910211,1,0.939610137786294,1,0.9455755543389,1,0.945301806734191,1,0.945301806734191,1,0.939610137786294,1,0,0,0.945450086686741,1
US-Tw3,CRO,38.1152,-121.6469,-4,15.6,421,Csa,-8,5,negligible,FC+SC,0.301194682820125,1,1,1,0.301194682820125,1,0.778363200403836,1,0.890469880531718,1,0.893782601379774,1,0.798281591788659,1,0.882287985865724,1,0.866891721352852,1,0.893782601379774,1,0.850906528689214,1,0.847267794043412,1
US-Tw4,WET,38.1027,-121.6413,-5,15.6,421,Csa,-8,8,negligible,FC+SC,0.409016370066165,1,1,1,0.409016370066165,1,0.681988649326945,1,0.834752167465207,1,0.856826089436459,1,0.860619153547798,1,0.863014772986539,1,0.855293178188455,1,0.856826089436459,1,0,0,0.863371263974447,1
US-Tw5,WET,38.1072,-121.6426,-5,15.5,421,Csa,-8,2,negligible,FC+SC,0.31963658322354,0.678819444444444,1,1,0.31963658322354,0.678819444444444,0.40590689503733,1,0.45731774264383,1,0.829874835309618,1,0.785682916117699,1,0.810331576635924,1,0.810331576635924,1,0.829874835309618,1,0,0,0.806626043039086,1
US-Twt,CRO,38.1087,-121.6531,-7,15.6,421,Csa,-8,8,negligible,FC+SC,0.386397546419098,1,1,1,0.386397546419098,1,0.644500165782493,1,0.695733863837312,1,0.937465461980548,1,0.790851569407604,1,0.964722866931919,1,0.893899204244032,1,0.937465461980548,1,0,0,0.927580680813439,1
US-Uaf,ENF,64.8663,-147.8555,155,-2.9,263,Dwc,-9,18,CO2,FC+SC,0.330297845373891,1,0.568662864385298,1,0.330297845373891,1,0.454781368821293,1,0.574020912547529,1,0.557376425855513,1,0,0,0.983003802281369,1,0.981299112801014,1,0.977747148288973,1,0.805776299112801,1,0.973647021546261,1
US-UMB,DBF,45.5598,-84.7138,234,5.83,803,Dfb,-5,13,-9999,NEE,0.460158422725467,1,0.483743874983446,1,0.731041418355185,1,0.931457753939876,1,0.787991656734207,1,0.942942159978811,1,0.948599523241955,1,0.966324824526553,1,0.878248741888492,1,0.943004237849291,1,0.818997483776983,1,0.941336412395709,1
US-UMd,DBF,45.5625,-84.6975,239,5.83,803,Dfb,-5,13,-9999,NEE,0.442354489471593,1,0.395307740696596,1,0.747715534366309,1,0.902041120381406,1,0.868039001456761,1,0.913571050192028,1,0.910827208316779,1,0.937769004105417,1,0.917034995364852,1,0.913575188716726,1,0.819204410011919,1,0.876775427095749,1
US-Var,GRA,38.4133,-120.9508,129,15.8,559,Csa,-8,20,negligible,FC+SC,0.549844778823633,1,1,1,0.549844778823633,1,0.691546245967564,1,0.875088382164479,1,0.908085310884264,1,0.731848512970083,1,0.947169561182553,1,0.923143422157409,1,0.908019024260904,1,0.894408170931106,1,0.959628684431482,1
US-Vcm,ENF,35.8884,-106.5321,3030,6.4,646,Dfb,-7,14,CO2,FC+SC,0.348434852040151,1,0.794188339199583,1,0.348434852040151,1,0.643380915134924,1,0.712855233998175,1,0.858065278320949,1,0.711743090861687,1,0.862151284056837,1,0.851131697301525,1,0.895030797809934,1,0,0,0.764816353800026,1
US-Vcp,ENF,35.8642,-106.5967,2500,9.8,550,Dfb,-7,14,CO2,FC+SC,0.392113968191892,1,0.53328689219137,1,0.392113968191892,1,0.484014470082128,1,0.540693032199192,1,0.879868172337375,1,0.68965503193847,1,0.89374755572937,1,0.867300547516621,1,0.919717931169339,1,0,0,0.824920968582975,1
US-Vcs,ENF,35.9193,-106.6142,2752,4.6,550.93,Dfb,-7,5,CO2,FC+SC,0.506990056559022,1,0.862399653347929,1,0.506990056559022,1,0.818509396095603,1,0.857040229885057,1,0.902983032293377,1,0.952050264550265,1,0.907874931581828,1,0.863072432037949,1,0.927225871191388,1,0,0,0.95040822842547,1
US-WBW,DBF,35.9588,-84.2874,283,13.71,1372.05,Cfa,-5,13,-9999,NEE,0.411756704577366,1,0.338203805110924,1,0.2255949873631,1,0.683871279135074,1,0.68822398904802,1,0.685319257231115,1,0.85603148694187,1,0.868602569502949,1,0.784106465880371,1,0.847712194608256,1,0.452769587194608,1,0.864399045212019,1
US-WCr,DBF,45.8059,-90.0799,520,4.02,787,Dfb,-6,23,-9999,NEE,0.316284271713685,1,0,0,0.525971610522557,1,0.498725350156727,1,0.547464587549101,1,0.63052513589652,1,0.696668055390231,1,0.69478831885093,1,0.727053822957584,1,0.65815329524263,1,0.669382117208269,1,0.619998115303734,1
US-Wdn,OSH,40.7838,-106.2618,2469,3.3,-9999,Bsh,-7,3,-9999,NEE,0.368461070559611,1,0.844491332116788,1,0.480687347931873,1,0.492035431873479,1,0.491541210462287,1,0.495019768856448,1,0.562252889294404,1,0.597532694647202,1,0.58268704379562,1,0.577117548661801,1,0.597532694647202,1,0.560827250608273,1
US-Whs,OSH,31.7438,-110.0522,1370,17.6,320,Bsk,-7,14,negligible,FC+SC,0.678226755910067,1,1,1,0.678226755910067,1,0.884210354787327,1,0.921086401244954,1,0.955819628387875,1,0.950303701862949,1,0.851175902652452,1,0.851171828851473,1,0.955607790736991,1,0,0,0.956279967898448,1
US-Wi3,DBF,46.6347,-91.0987,411,-9999,-9999,Dfb,-6,3,-9999,NEE,0.333580444038929,0.708333333333333,0.41638153892944,0.75,0.360838655717762,0.708333333333333,0.38957953163017,0.708333333333333,0.391347323600973,0.708333333333333,0.394236618004866,0.708333333333333,0.466925182481752,0.75,0.466925182481752,0.75,0.466925182481752,0.75,0.456774635036496,0.75,0,0,0.349224452554745,0.666666666666667
US-Wi4,ENF,46.7393,-91.1663,352,-9999,-9999,Dfb,-6,3,-9999,NEE,0.323127303699135,0.708333333333333,0.412984419284256,0.625,0.34160095158377,0.625,0.380985946517468,0.708333333333333,0.381118110929997,0.708333333333333,0.38453970072103,0.708333333333333,0.436906177952039,0.628472222222222,0.436832753278412,0.628472222222222,0.436832753278412,0.628472222222222,0.426861682599821,0.625,0,0,0.532402308471739,1
US-Wjs,SAV,34.4255,-105.8615,1931,15.2,361,Bsk,-7,14,negligible,FC+SC,0.539751988006779,1,1,1,0.539751988006779,1,0.809513916047451,1,0.855885803676183,1,0.913770205970538,1,0.792835842784513,1,0.921432994394473,1,0.900888899752314,1,0.935626059183939,1,0,0,0.870278483900404,1
US-Wkg,GRA,31.7365,-109.9419,1531,15.64,407,Bsk,-7,17,negligible,FC+SC,0.59271535398334,1,1,1,0.59271535398334,1,0.86869588263514,1,0.909252245210162,1,0.969303439692162,1,0.968585509210645,1,0.972071162342869,1,0.970393754675774,1,0.969212859678139,1,0,0,0.972929995068421,1
US-Wlr,GRA,37.5208,-96.855,408,13.52,881,Cfa,-6,3,negligible,FC+SC,0.516194824961948,1,1,1,0.516194824961948,1,0.751004566210046,1,0.816423135464231,1,0.776286149162862,1,0.842633181126332,1,0.842633181126332,1,0.842633181126332,1,0.832465753424658,1,0.842739726027397,1,0.842678843226788,1
US-WPT,WET,41.4646,-82.9962,175,10.1,849,Dfa,-5,3,-9999,NEE,0.540735249391727,1,0,0,0.701661344282238,1,0.707553984184915,1,0.781687195863747,1,0.787883972019465,1,0.960804440389294,1,0.998232208029197,1,0.964815237226277,1,0.787883972019465,1,0,0,0.99992396593674,1
US-Wrc,ENF,45.8205,-121.9519,371,8.8,2452,Csb,-8,18,CO2,FC+SC,0.576101561707738,1,0.711784428556941,1,0.576101561707738,1,0.789166286380692,1,0.787096896866444,1,0.804025960855897,1,0,0,0.939502839468614,1,0.939502839468614,1,0.926329099482811,1,0.867844285569415,1,0.856828668492039,1
US-xAB,ENF,45.7624,-122.3303,363,10,2450.59,Csb,-8,3,-9999,NEE,0.164421100707924,1,0.18685773007536,0.71875,0.0748744005480703,0.571180555555556,0.246331925097054,1,0.41098138844485,1,0.597539392555378,1,0.729247545101621,1,0.817038707467458,1,0.712106074446221,1,0.608186800639415,1,0.530543503082896,1,0.823332952728934,1
US-xAE,GRA,35.4106,-99.0588,516,15.5,778.85,Cfa,-6,4,-9999,NEE,0.15778139083804,1,0.125135489759827,1,0.0378372981915683,0.375,0.19048434023618,1,0.368931484967768,1,0.660262992754863,1,0.741385703691026,1,0.824419533344743,1,0.635632380626391,1,0.664684237549204,1,0.18231216840664,0.625,0.824619202464487,1
US-xBA,WET,71.2824,-156.6194,6,-12,110,ET,-9,4,-9999,NEE,0.0784053630009984,0.638888888888889,0.0614605619740408,0.458333333333333,0.0305234631293681,0.282986111111111,0.103123662815576,0.682291666666667,0.400042789901583,1,0.576536870631864,1,0.765882185137641,1,0.768677792041078,1,0.375196120382256,1,0.578861788617886,1,0,0,0.769533590072743,1
US-xBL,DBF,39.0603,-78.0716,183,12.1,982.55,Cfa,-5,4,-9999,NEE,0.178285176416897,1,0.186400068456031,0.75,0.093870332867452,0.595486111111111,0.243917396388944,1,0.396503037736387,1,0.741407341909353,1,0.79286345874098,1,0.964345817051256,1,0.827262614449927,1,0.748039019937819,1,0.351207963718303,1,0.961322342337203,1
US-xBN,ENF,65.154,-147.5026,263,-2,275,Dwc,-9,4,-9999,NEE,0.162758522322065,1,0.134674083582941,1,0.0659392383397518,0.567708333333333,0.208344030808729,1,0.353615746683783,1,0.646926258736272,1,0.723263443160747,1,0.771430609042932,1,0.725174725431465,1,0.664855227499643,1,0.000584795321637427,0,0.771658821851376,1
US-xBR,DBF,44.0639,-71.2873,232,5.6,1246,Dfb,-5,4,-9999,NEE,0.186547845410185,1,0.160076516001924,0.791666666666667,0.0726329293716066,0.583333333333333,0.2882064557513,1,0.426553801745664,1,0.63934388673799,1,0.68549403221003,1,0.798790405718082,1,0.764644567134774,1,0.652459279283407,1,0.309843989828412,1,0.799489129687751,1
US-xCL,GRA,33.4012,-97.57,259,17.5,925.61,Cfa,-6,4,negligible,FC+SC,0.144061269895602,1,1,1,0.144061269895602,1,0.158893833076616,1,0.374522220320612,1,0.731002909464316,1,0.711863198128815,1,0.822037765987792,1,0.743525015688288,1,0.734083518740373,1,0.398339893890125,1,0.796451594500542,1
US-xCP,GRA,40.8155,-104.7456,1654,8.6,320,Bsk,-7,5,-9999,NEE,0.171369266211993,1,0.0966675030222851,0.765625,0.0468967404940581,0.552083333333333,0.237996396067608,1,0.368775803471636,1,0.69685910449123,1,0.667274925298237,1,0.798761433361465,1,0.675315344084305,1,0.709404438767364,1,0.194281608539951,0.810763888888889,0.808581008644876,1
US-xDC,GRA,47.1617,-99.1066,559,4.9,489.74,Dfb,-6,4,-9999,NEE,0.324305436704889,1,0.208169319413543,1,0.116178903531291,0.774305555555556,0.414227850989788,1,0.608762621940784,1,0.70610131781619,1,0.79823435449826,1,0.825089851103885,1,0.743710422728051,1,0.709823720691426,1,0.370842603685321,1,0.824918706144104,1
US-xDJ,ENF,63.8811,-145.7514,529,-2,300,Dfc,-9,4,-9999,NEE,0.244173441734417,1,0.152959634859506,0.835069444444444,0.0789331051205249,0.607638888888889,0.334445870774497,1,0.482370560547711,1,0.822521751533305,1,0.900228212808444,1,0.942490372272144,1,0.769947225788047,1,0.834374554271858,1,0.282698616459849,0.682291666666667,0.950748823277706,1
US-xDL,MF,32.5417,-87.8039,22,17.6,1372,Cfa,-5,3,-9999,NEE,0.197112665575234,1,0.170784342908171,1,0.084223842833755,0.732638888888889,0.247864265515702,1,0.461020985265665,1,0.881738353921715,1,0.908155975591606,1,0.868328620330406,1,0.585935407054621,1,0.885518678374758,1,0.253400803691025,0.541666666666667,0.943027236195862,1
US-xDS,CVM,28.125,-81.4362,15,22.5,1216.09,Cfa,-5,4,-9999,NEE,0.154325565475342,1,0.305698964602527,1,0.13393137282866,0.692708333333333,0.23326392652386,1,0.38137140249294,1,0.74801049659146,1,0.93784762828375,1,0.938603496962264,1,0.665820474058016,1,0.755654753415671,1,0.219287486807952,0.800347222222222,0.963789611797256,1
US-xGR,DBF,35.689,-83.5019,579,13.1,1375,Cfa,-5,4,-9999,NEE,0.161028551869705,0.878472222222222,0.142431330043641,0.682291666666667,0.0848426937448301,0.508680555555556,0.261758749536496,1,0.341324624204912,1,0.693930231894806,1,0.563621324053738,1,0.795344989874212,1,0.754456772868593,1,0.709318577255484,1,0.411035682706295,1,0.78972589064149,1
US-xHA,DBF,42.5369,-72.1727,351,6.62,1071,Dfb,-5,4,-9999,NEE,0.211272426481075,1,0.16060070167432,1,0.0888930089278074,0.798611111111111,0.334621637810548,1,0.552240508856499,1,0.733050001426167,1,0.83199748994552,1,0.940571607861034,1,0.7570951824068,1,0.734490430417297,1,0.00049915856128241,0,0.943866054365498,1
US-xHE,OSH,63.8757,-149.2133,705,-4,320,ET,-9,4,-9999,NEE,0.0958208529453716,0.75,0.188432463272001,1,0.0791042647268578,0.666666666666667,0.169119954357438,0.798611111111111,0.277649408073028,1,0.441905576950506,1,0.763428897446869,1,0.817258593638568,1,0.648067322778491,1,0.451690201112537,1,0.000599058622165169,0,0.820125517044644,1
US-xJE,ENF,31.1948,-84.4686,44,19.2,1307.97,Cfa,-5,4,-9999,NEE,0.187155937134545,1,0.142531161755897,0.666666666666667,0.0723209446932314,0.586805555555556,0.267577512193731,1,0.479748424085114,1,0.793790467497647,1,0.869576998773496,1,0.930417296557232,1,0.717433469294618,1,0.799495136769446,1,0.410793234262244,1,0.918608631164608,1
US-xJR,OSH,32.5907,-106.8425,1329,15.7,271.33,Bsk,-7,4,-9999,NEE,0.235687594488975,1,0.352896711070542,1,0.15742932937787,1,0.328365233762159,1,0.600721681832444,1,0.783310037938215,1,0.580440425592606,1,0.825669623755598,1,0.515203810936475,1,0.802293407878598,1,0.437458995350429,1,0.825441423966683,1
US-xKA,GRA,39.1104,-96.6129,1329,12.7,850.63,Cfa,-6,4,-9999,NEE,0.232058303382965,1,0.266672371498659,1,0.0887386616464145,0.755208333333333,0.264761252781106,1,0.542543784585544,1,0.7692965942153,1,0.758400365109248,1,0.709438644531919,1,0.623666495521707,1,0.779536767642193,1,0.401149523646529,1,0.813822807918307,1
US-xKZ,GRA,39.1008,-96.5631,381,12.4,870.38,Cfa,-6,4,-9999,NEE,0.181014319128302,0.861111111111111,0.273061783330481,1,0.117990187688973,0.699652777777778,0.244052712647613,1,0.54814878201837,1,0.748374122882081,1,0.801086770494609,1,0.836970163728678,1,0.768269724456615,1,0.753522733755491,1,0.454118888698728,1,0.833319071253352,1
US-xLE,DBF,31.8539,-88.1612,20,18.1,1386.24,Cfa,-5,4,-9999,NEE,0.0259562451866853,0.260416666666667,0.0613394563450184,0.394097222222222,0.00858552725405745,0.0538194444444444,0.0384922559114635,0.274305555555556,0.20658033600502,1,0.613351778430645,1,0.671211386519867,1,0.714666704697795,1,0.546721241336034,1,0.61775863544311,1,0.149932970136056,0.583333333333333,0.717989674548618,1
US-xMB,OSH,38.2483,-109.3883,1767,10.1,319.46,Bsk,-7,4,-9999,NEE,0.0815101121031463,0.779513888888889,0.351270787574522,1,0.0386513392475112,0.291666666666667,0.128262543857147,1,0.168853581310437,1,0.393273811221725,1,0.56662007587643,1,0.832829392132812,1,0.790997518327296,1,0.401759990872008,1,0.413854579684514,1,0.832772342185583,1
US-xML,DBF,37.3783,-80.5248,1126,8.8,1227.82,Dfb,-5,4,-9999,NEE,0.107105165578026,0.869791666666667,0.12627285433127,0.75,0.0619099232721983,0.453125,0.155523546022419,1,0.373812715707807,1,0.561496334749993,1,0.771185715508143,1,0.804572292421347,1,0.434952508628312,1,0.562565960238455,1,0.398841952137825,1,0.82690607262044,1
US-xNG,GRA,46.7697,-100.9154,578,5.9,456.51,Dfb,-6,4,-9999,NEE,0.24517941696617,1,0.294711620742769,1,0.140210508300531,1,0.322151862627646,1,0.599050145473216,1,0.749315420160876,1,0.729861943065777,1,0.784842261395402,1,0.715286097324434,1,0.75490615551372,1,0.352415996348908,1,0.785255861714872,1
US-xNQ,OSH,40.1776,-112.4524,1685,9,288.31,Dfb,-7,4,-9999,NEE,0.0548249992868757,0.46875,0.130530279259492,0.678819444444444,0.019425507031406,0.144097222222222,0.0954302992269732,0.732638888888889,0.330775594032576,1,0.523647203126337,1,0.624753972102576,1,0.819280029665973,1,0.778204067661237,1,0.533188806800354,1,0,0,0.818966254956214,1
US-xNW,ENF,40.0543,-105.5824,3513,0.3,1004.54,Dfc,-7,4,SC,FC+SC,0.0853039335938614,0.512152777777778,0.00255298513848875,0.00520833333333333,0.00255298513848875,0.00520833333333333,0.087200844339219,0.543402777777778,0.357888581453062,1,0.647516901046867,1,0.697834954502667,1,0.812006161394301,1,0.531605670764755,1,0.661380038223465,1,0.146732464272471,0.604166666666667,0.814915708702969,1
US-xRM,ENF,40.2759,-105.5459,2743,2.9,730.59,Dfc,-7,4,-9999,NEE,0.286376472601763,1,0.282283138888097,1,0.163804660980689,1,0.430456114328094,1,0.64938528681861,1,0.873862566677126,1,0.667085032946344,1,0.883561057706022,1,0.500114099894458,1,0.887511766551616,1,0.254157514904299,0.75,0.90857745956585,1
US-xRN,DBF,35.9641,-84.2826,334,14.4,1340.32,Cfa,-5,4,-9999,NEE,0.0798368464588265,0.845486111111111,0.0602983542029151,0.512152777777778,0.0266693288456602,0.234375,0.134088251233635,1,0.486194700362246,1,0.756767163923671,1,0.845560341139222,1,0.892210274109358,1,0.736230354545195,1,0.762414786502753,1,0.452266179868222,1,0.940871102997804,1
US-xSB,ENF,29.6893,-81.9934,45,20.9,1302.09,Cfa,-5,4,-9999,NEE,0.104252830942126,0.744791666666667,0.156735788242677,0.861111111111111,0.0712370575315896,0.597222222222222,0.129809749279786,0.852430555555556,0.354202915085998,1,0.878233834393451,1,0.9177101457543,1,0.962149519381614,1,0.610884508970592,1,0.882982971562224,1,0.421075900624661,1,0.966142787871873,1
US-xSC,DBF,38.8929,-78.1395,361,11.6,1125.5,Cfa,-5,5,-9999,NEE,0.0114499463996533,0.149305555555556,0.0543416280820199,0.418402777777778,0.00613552904682618,0.0243055555555556,0.01425541135415,0.184027777777778,0.169958716328718,0.711805555555556,0.528088862532217,1,0.724973199826654,1,0.727037383390735,1,0.518805738658395,1,0.512978126496818,1,0.148655429601077,0.791666666666667,0.793741304199074,1
US-xSE,DBF,38.8901,-76.56,15,13.6,1074.65,Cfa,-5,4,-9999,NEE,0.199820302917938,1,0.121495193816139,0.734375,0.0429133745971077,0.432291666666667,0.232322656094013,1,0.425739467754357,1,0.777075786531276,1,0.818990844005819,1,0.928349353946205,1,0.787130266122822,1,0.780584158133432,1,0.394492141818078,1,0.928163952194871,1
US-xSJ,SAV,37.1088,-119.7323,368,16.4,539.62,Csa,-8,3,-9999,NEE,0.129886674779434,1,0.0790614542135686,0.460069444444444,0.0339595375722543,0.319444444444444,0.193470489808336,1,0.332198813507758,1,0.673125190142988,1,0.528160176452692,1,0.726745512625494,1,0.704650897474901,1,0.684704898083359,1,0.557879525403103,1,0.726878612716763,1
US-xSL,CRO,40.4619,-103.0293,1364,9.7,432.67,Bsk,-7,4,-9999,NEE,0.0939327381122173,0.666666666666667,0.178766009641441,0.723958333333333,0.0581909461733748,0.467013888888889,0.15600308069715,0.668402777777778,0.369241520951593,1,0.603260404484126,1,0.771543486322275,1,0.840702284850387,1,0.641612231508686,1,0.610163448098811,1,0.442807427903129,1,0.835510739652566,1
US-xSP,ENF,37.0334,-119.2622,1160,13.4,900.35,Csa,-8,4,-9999,NEE,0.245264719306253,1,0.23227122318576,1,0.0994694203560018,0.675347222222222,0.282776129621178,1,0.396708124144226,1,0.721488475581926,1,0.544143655864902,1,0.782647763578275,1,0.623987334550434,1,0.732798950251027,1,0.103277612962118,0.541666666666667,0.777969534459151,1
US-xSR,OSH,31.9107,-110.8355,983,19.3,346,Bsk,-7,4,-9999,NEE,0.22858487605899,1,0.233377071626209,1,0.112730695724106,0.791666666666667,0.327409647146076,1,0.529922697321505,1,0.743260974983598,1,0.544299284023162,1,0.815871295319052,1,0.779173916764127,1,0.754071939983456,1,0.413027355449696,1,0.81618507002881,1
US-xST,DBF,45.5089,-89.5864,481,4.8,797.56,Dfb,-6,4,-9999,NEE,0.218994238119687,1,0.242455359689657,1,0.114766957613098,0.777777777777778,0.323763477665583,1,0.639012493582064,1,0.752852415996349,1,0.558360431285299,1,0.813209538479092,1,0.78596896571396,1,0.754977465913629,1,0.390025101260768,1,0.812025785840607,1
US-xTA,ENF,32.9505,-87.3933,135,17.2,1382.68,Cfa,-6,4,-9999,NEE,0.157824177077985,1,0.148867590849449,1,0.0648211535170289,0.581597222222222,0.274017342689258,1,0.457014090935022,1,0.603457128187575,1,0.772305893091448,1,0.815491471276171,1,0.705188544697359,1,0.607664441782189,1,0.395316332933995,1,0.815947857835587,1
US-xTE,ENF,37.0058,-119.006,2147,8,1222.5,Csa,-8,3,-9999,NEE,0.150270003042288,1,0.0656944021904472,0.34375,0.0218474292668086,0.0833333333333333,0.154282020079099,1,0.346535594767265,1,0.69421204745969,1,0.501026772132644,1,0.758974749011256,1,0.690447216306663,1,0.707369942196532,1,0.402912990568908,1,0.758822634621235,1
US-xTL,WET,68.6611,-149.3705,843,-4,331,ET,-9,3,-9999,NEE,0.20078109061234,1,0.0833260470403078,0.640625,0.0301652531258197,0.217013888888889,0.213575821165224,1,0.364416659380374,1,0.615006849115444,1,0.747573664422488,1,0.785710122118271,1,0.356095712745184,1,0.623444376439043,1,0.000393459823380257,0,0.790810527236163,1
US-xTR,DBF,45.4937,-89.5857,472,4.8,797.56,Dfb,-6,4,-9999,NEE,0.238847053454276,1,0.322765132066861,1,0.173598037537795,1,0.400008557247989,1,0.631196873752068,1,0.730575047064864,1,0.798961720577329,1,0.849549318272577,1,0.805864567288493,1,0.733042386901706,1,0.482956814421815,1,0.849791773632267,1
US-xUK,DBF,39.0404,-95.1921,335,12.7,990.63,Cfa,-6,4,-9999,NEE,0.219935535398483,1,0.13857036910263,0.625,0.0578612584859376,0.359375,0.260011980147185,1,0.411147241713732,1,0.687532089679959,1,0.740872268811683,1,0.833861030292658,1,0.744551885446974,1,0.690070739916709,1,0.301871184893605,1,0.835715100690285,1
US-xUN,MF,46.2339,-89.5373,518,4.3,802.3,Dfb,-6,4,-9999,NEE,0.305479491128986,1,0.277169262365223,1,0.168292543784586,1,0.44105482343545,1,0.610901933938045,1,0.797378629699355,1,0.918435164584403,1,0.963232357807063,1,0.861144389297735,1,0.799517941696617,1,0.360374236978721,1,0.963004164527355,1
US-xWD,GRA,47.1282,-99.2414,579,4.9,493.76,Dfb,-6,4,-9999,NEE,0.196517200068458,1,0.335886245650066,1,0.158808260596725,1,0.272876376290718,1,0.597481316675224,1,0.728307376347767,1,0.802527240572765,1,0.827856694620343,1,0.734411546579953,1,0.732985338581779,1,0.213503337326716,0.717013888888889,0.828127674139997,1
US-xWR,ENF,45.8205,-121.9519,407,9.2,2225.01,Csb,-8,3,-9999,NEE,0.217390477639185,1,0.00277608761788865,0.00868055555555556,0.000703529053848494,0,0.23235473075753,1,0.414473684210526,1,0.620265439610587,1,0.695238819592333,1,0.82714101003955,1,0.744181624581685,1,0.633575448737451,1,0.221839823547308,0.791666666666667,0.82714101003955,1
US-xYE,ENF,44.9535,-110.5391,2116,3.4,493.44,Dfc,-7,2,-9999,NEE,0.157024321546835,0.878472222222222,0.0932135652571081,0.600694444444444,0.0565980283941689,0.302083333333333,0.192117382864538,1,0.415521638183687,1,0.695790355117421,1,0.618886309138659,1,0.717504662581357,1,0.69386822974156,1,0.702869866402771,1,0.181421992159251,0.673611111111111,0.717752064857458,1
